t,log_trend
2015-04-08,11.751866827709366
2015-04-09,11.751264653108983
2015-04-10,11.750510313923252
2015-04-11,11.75041137164008
2015-04-12,11.751020834444143
2015-04-13,11.751985702514085
2015-04-14,11.753526975208322
2015-04-15,11.755121043826337
2015-04-16,11.75674444329297
2015-04-17,11.758852287998119
2015-04-18,11.761339831254052
2015-04-19,11.763323775626016
2015-04-20,11.764784734726184
2015-04-21,11.766079388888977
2015-04-22,11.766981082669632
2015-04-23,11.768125909144585
2015-04-24,11.769547072526148
2015-04-25,11.770734729965149
2015-04-26,11.771823929857513
2015-04-27,11.77289619974579
2015-04-28,11.773895504003116
2015-04-29,11.774871919748112
2015-04-30,11.775827590909966
2015-05-01,11.776581909113618
2015-05-02,11.777129318516275
2015-05-03,11.777553435226881
2015-05-04,11.777808993926563
2015-05-05,11.778891424882437
2015-05-06,11.78089744166314
2015-05-07,11.783317708273147
2015-05-08,11.786429026796704
2015-05-09,11.789672295974396
2015-05-10,11.793012425089847
2015-05-11,11.796969170786703
2015-05-12,11.8014287487496
2015-05-13,11.805127480049931
2015-05-14,11.808027336587804
2015-05-15,11.810665605431526
2015-05-16,11.812717271296927
2015-05-17,11.815050007825961
2015-05-18,11.817710577847214
2015-05-19,11.819989839634353
2015-05-20,11.822071343056098
2015-05-21,11.824995617781406
2015-05-22,11.828769847884658
2015-05-23,11.833017918262664
2015-05-24,11.83800052060309
2015-05-25,11.842938025073469
2015-05-26,11.847802117003587
2015-05-27,11.853201390454094
2015-05-28,11.858972584119988
2015-05-29,11.849429618576844
2015-05-30,11.822538478217464
2015-05-31,11.784655346981536
2015-06-01,11.729361921986454
2015-06-02,11.664814915279178
2015-06-03,11.589733166354762
2015-06-04,11.489400228046277
2015-06-05,11.358709934351227
2015-06-06,11.258167461172567
2015-06-07,11.204044981919472
2015-06-08,11.170732347764877
2015-06-09,11.18127677900355
2015-06-10,11.186972011041584
2015-06-11,11.185349445429207
2015-06-12,11.218157315584598
2015-06-13,11.273251458685147
2015-06-14,11.299611370138456
2015-06-15,11.299925054614317
2015-06-16,11.292154535468947
2015-06-17,11.26378504881295
2015-06-18,11.254232943952033
2015-06-19,11.266242789815845
2015-06-20,11.269491065575995
2015-06-21,11.272837602401854
2015-06-22,11.264502188904293
2015-06-23,11.239522852172957
2015-06-24,11.209116139542273
2015-06-25,11.168054633459843
2015-06-26,11.114195947688648
2015-06-27,11.046148393661005
2015-06-28,10.955877858766874
2015-06-29,10.836525033601259
2015-06-30,10.746859509815112
2015-07-01,10.701610516620756
2015-07-02,10.672272967625831
2015-07-03,10.679860462619862
2015-07-04,10.68074810881451
2015-07-05,10.671799433895766
2015-07-06,10.69155532836177
2015-07-07,10.729642163186648
2015-07-08,10.745702447957616
2015-07-09,10.741823604113534
2015-07-10,10.730987554799254
2015-07-11,10.703157045063396
2015-07-12,10.691278861596874
2015-07-13,10.69759945023288
2015-07-14,10.697171058618448
2015-07-15,10.697384730221515
2015-07-16,10.698641948004738
2015-07-17,10.698274928413719
2015-07-18,10.701307121483131
2015-07-19,10.707160695223706
2015-07-20,10.70942856096185
2015-07-21,10.70844201443527
2015-07-22,10.70676536267718
2015-07-23,10.703010311673989
2015-07-24,10.701844421688968
2015-07-25,10.703705945495939
2015-07-26,10.705246105309149
2015-07-27,10.707610947291595
2015-07-28,10.708784065212784
2015-07-29,10.708300012362068
2015-07-30,10.708015748153363
2015-07-31,10.707341602041469
